id,start,end,event,size,state
36.0,380198.0,392055.0,1,43.0,0
36.0,392055.0,844177.0,0,46.0,1
36.0,844177.0,1826881.0,0,46.0,1
36.0,1826881.0,1840022.0,0,46.0,1
37.0,0.0,118887.0,0,7.0,0
38.0,0.0,476318.0,0,29.0,0
39.0,0.0,1413388.0,0,60.0,0
40.0,0.0,6192.0,0,67.0,0
42.0,0.0,163197.0,0,15.0,0
41.0,0.0,1338416.0,0,21.0,0
41.0,1338416.0,1717382.0,1,21.0,0
41.0,1717382.0,1802528.0,0,21.0,1
43.0,0.0,327.0,0,15.0,0
44.0,0.0,327.0,0,15.0,0
45.0,0.0,19235.0,0,160.0,0
46.0,0.0,2931.0,1,51.0,0
46.0,2931.0,3186.0,1,54.0,1
46.0,3186.0,32222.0,1,55.0,1
46.0,32222.0,35088.0,1,59.0,1
46.0,35088.0,36867.0,1,60.0,1
46.0,36867.0,85445.0,0,62.0,1
46.0,85445.0,105660.0,0,62.0,1
46.0,105660.0,114576.0,0,62.0,1
47.0,0.0,2931.0,1,51.0,0
47.0,2931.0,3186.0,1,54.0,1
47.0,3186.0,32222.0,1,55.0,1
47.0,32222.0,35088.0,1,59.0,1
47.0,35088.0,36867.0,1,60.0,1
47.0,36867.0,85445.0,0,62.0,1
47.0,85445.0,105660.0,0,62.0,1
47.0,105660.0,113333.0,1,62.0,1
47.0,113333.0,276573.0,0,62.0,1
48.0,0.0,2931.0,1,51.0,0
48.0,2931.0,3186.0,1,54.0,1
48.0,3186.0,32222.0,1,55.0,1
48.0,32222.0,35088.0,1,59.0,1
48.0,35088.0,36867.0,1,60.0,1
48.0,36867.0,85445.0,0,62.0,1
48.0,85445.0,105660.0,0,62.0,1
48.0,105660.0,114576.0,0,62.0,1
49.0,0.0,2931.0,1,51.0,0
49.0,2931.0,3186.0,1,54.0,1
49.0,3186.0,32222.0,1,55.0,1
49.0,32222.0,35088.0,1,59.0,1
49.0,35088.0,36867.0,1,60.0,1
49.0,36867.0,85445.0,0,62.0,1
49.0,85445.0,105660.0,0,62.0,1
49.0,105660.0,113333.0,1,62.0,1
49.0,113333.0,276573.0,0,62.0,1
50.0,0.0,122056.0,1,36.0,0
50.0,122056.0,163760.0,0,45.0,1
51.0,0.0,6230.0,1,53.0,0
51.0,6230.0,493873.0,1,53.0,1
51.0,493873.0,570074.0,1,53.0,1
51.0,570074.0,570141.0,1,53.0,1
51.0,570141.0,696433.0,1,55.0,1
51.0,696433.0,1338413.0,0,50.0,1
51.0,1338413.0,1717379.0,1,36.0,1
51.0,1717379.0,1802720.0,0,36.0,1
52.0,0.0,122056.0,1,83.0,0
52.0,122056.0,163760.0,0,94.0,1
53.0,0.0,6230.0,1,99.0,0
53.0,6230.0,97361.0,1,97.0,1
53.0,97361.0,333560.0,1,117.0,1
53.0,333560.0,696434.0,1,116.0,1
53.0,696434.0,1338414.0,0,123.0,1
53.0,1338414.0,1717380.0,1,83.0,1
53.0,1717380.0,1802721.0,0,83.0,1
54.0,0.0,163760.0,0,30.0,0
55.0,0.0,97362.0,1,30.0,0
55.0,97362.0,333561.0,1,35.0,1
55.0,333561.0,493874.0,1,35.0,1
55.0,493874.0,550139.0,0,36.0,1
55.0,550139.0,550201.0,1,30.0,1
55.0,550201.0,554191.0,1,31.0,1
55.0,554191.0,1338413.0,0,30.0,1
55.0,1338413.0,1717379.0,1,30.0,1
55.0,1717379.0,1802720.0,0,30.0,1
56.0,0.0,2791.0,0,166.0,0
56.0,2791.0,3192.0,1,218.0,0
56.0,3192.0,8338.0,1,199.0,1
56.0,8338.0,9920.0,0,200.0,1
56.0,9920.0,11451.0,0,214.0,1
56.0,11451.0,292179.0,0,222.0,1
56.0,292179.0,292216.0,0,222.0,1
56.0,292216.0,1404050.0,0,250.0,1
57.0,0.0,1070211.0,0,17.0,0
256.0,0.0,743530.0,1,13.0,0
256.0,743530.0,1024782.0,0,13.0,1
256.0,1024782.0,1209944.0,0,13.0,1
257.0,0.0,646021.0,1,13.0,0
257.0,646021.0,1024842.0,1,13.0,1
257.0,1024842.0,1109527.0,1,13.0,1
257.0,1109527.0,1495161.0,1,13.0,1
257.0,1495161.0,1846782.0,0,13.0,1
258.0,0.0,121.0,0,11.0,0
259.0,0.0,84237.0,0,46.0,0
260.0,0.0,30452.0,1,46.0,0
260.0,30452.0,505494.0,1,46.0,1
260.0,505494.0,917149.0,0,46.0,1
260.0,917149.0,1451666.0,0,45.0,1
261.0,0.0,36957.0,1,40.0,0
261.0,36957.0,121194.0,0,40.0,1
262.0,0.0,30265.0,1,40.0,0
262.0,30265.0,1451481.0,0,40.0,1
881.0,0.0,1185.0,0,213.0,0
881.0,1185.0,8109.0,0,377.0,0
881.0,8109.0,29985.0,1,362.0,0
881.0,29985.0,31296.0,0,405.0,1
881.0,31296.0,218717.0,1,424.0,1
881.0,218717.0,245914.0,1,534.0,1
881.0,245914.0,262596.0,1,552.0,1
881.0,262596.0,262983.0,0,551.0,1
881.0,262983.0,666343.0,0,551.0,1
882.0,0.0,129904.0,0,221.0,0
58.0,0.0,1855080.0,0,15.0,0
59.0,0.0,1560958.0,0,15.0,0
884.0,0.0,629213.0,0,126.0,0
883.0,0.0,30092.0,1,46.0,0
883.0,30092.0,629213.0,0,104.0,1
885.0,0.0,17436.0,0,47.0,0
886.0,0.0,17436.0,0,20.0,0
887.0,0.0,5848.0,0,326.0,0
887.0,5848.0,256445.0,0,265.0,0
60.0,0.0,1478938.0,0,46.0,0
263.0,0.0,1413388.0,0,33.0,0
264.0,0.0,1413388.0,0,10.0,0
265.0,0.0,1051781.0,1,164.0,0
265.0,1051781.0,1190996.0,1,155.0,1
265.0,1190996.0,1413387.0,0,155.0,1
61.0,0.0,185535.0,0,175.0,0
61.0,185535.0,185645.0,1,175.0,0
61.0,185645.0,318159.0,0,175.0,1
61.0,318159.0,809299.0,1,175.0,1
61.0,809299.0,901024.0,1,175.0,1
61.0,901024.0,919410.0,0,179.0,1
62.0,0.0,185535.0,0,175.0,0
62.0,185535.0,185645.0,1,175.0,0
62.0,185645.0,318159.0,0,175.0,1
62.0,318159.0,809299.0,1,175.0,1
62.0,809299.0,914987.0,1,175.0,1
62.0,914987.0,1192420.0,1,179.0,1
62.0,1192420.0,1212757.0,0,213.0,1
62.0,1212757.0,1713458.0,1,217.0,1
62.0,1713458.0,1773726.0,1,217.0,1
62.0,1773726.0,1869027.0,0,201.0,1
63.0,0.0,998174.0,0,25.0,0
64.0,0.0,1700651.0,0,25.0,0
65.0,0.0,747640.0,0,81.0,0
66.0,0.0,1450117.0,0,81.0,0
67.0,0.0,1777032.0,0,118.0,0
68.0,0.0,70667.0,0,674.0,0
68.0,70667.0,356461.0,0,655.0,0
68.0,356461.0,795561.0,0,678.0,0
68.0,795561.0,1777031.0,0,731.0,0
69.0,0.0,1420571.0,0,193.0,0
70.0,0.0,1478938.0,0,26.0,0
71.0,0.0,114602.0,1,388.0,0
71.0,114602.0,1923842.0,0,388.0,1
72.0,0.0,6265.0,0,888.0,0
72.0,6265.0,93217.0,0,1247.0,0
72.0,93217.0,486132.0,0,1268.0,0
72.0,486132.0,1471017.0,0,1268.0,0
73.0,0.0,1632973.0,0,4.0,0
74.0,0.0,1622698.0,0,44.0,0
75.0,0.0,1632973.0,0,51.0,0
76.0,0.0,2465.0,0,1026.0,0
76.0,2465.0,50381.0,0,34.0,0
76.0,50381.0,1864629.0,0,37.0,0
77.0,0.0,128215.0,1,25.0,0
77.0,128215.0,304685.0,0,25.0,1
77.0,304685.0,1937454.0,0,27.0,1
78.0,0.0,6526.0,1,1132.0,0
78.0,6526.0,24741.0,1,1193.0,1
78.0,24741.0,74646.0,1,1206.0,1
78.0,74646.0,81123.0,0,1243.0,1
78.0,81123.0,468025.0,1,1238.0,1
78.0,468025.0,1883885.0,0,1215.0,1
79.0,0.0,292520.0,0,95.0,0
79.0,292520.0,348204.0,1,95.0,0
79.0,348204.0,364330.0,0,96.0,1
79.0,364330.0,1225364.0,1,97.0,1
79.0,1225364.0,1925288.0,0,97.0,1
80.0,0.0,1415860.0,0,31.0,0
81.0,0.0,54520.0,1,65.0,0
81.0,54520.0,589327.0,0,65.0,1
82.0,0.0,537.0,0,47.0,0
83.0,0.0,1368.0,0,9.0,0
84.0,0.0,110.0,1,74.0,0
84.0,110.0,229285.0,1,74.0,1
84.0,229285.0,715489.0,1,74.0,1
84.0,715489.0,733875.0,0,84.0,1
85.0,0.0,110.0,1,74.0,0
85.0,110.0,229285.0,1,74.0,1
85.0,229285.0,729453.0,1,74.0,1
85.0,729453.0,1006886.0,1,84.0,1
85.0,1006886.0,1683494.0,0,88.0,1
86.0,0.0,110.0,1,193.0,0
86.0,110.0,623764.0,1,193.0,1
86.0,623764.0,715489.0,1,193.0,1
86.0,715489.0,733875.0,0,189.0,1
87.0,0.0,110.0,1,193.0,0
87.0,110.0,623764.0,1,193.0,1
87.0,623764.0,729452.0,1,193.0,1
87.0,729452.0,1006885.0,1,189.0,1
87.0,1006885.0,1683493.0,0,189.0,1
88.0,0.0,1201096.0,0,26.0,0
89.0,0.0,1201096.0,0,11.0,0
90.0,0.0,1855080.0,0,23.0,0
91.0,0.0,1560958.0,0,23.0,0
92.0,0.0,1837.0,0,35.0,0
92.0,1837.0,368513.0,0,36.0,0
93.0,0.0,13779.0,0,751.0,0
93.0,13779.0,31696.0,1,752.0,0
93.0,31696.0,40082.0,0,755.0,1
93.0,40082.0,73428.0,1,765.0,1
93.0,73428.0,119385.0,0,968.0,1
93.0,119385.0,386725.0,0,943.0,1
94.0,0.0,267340.0,0,7.0,0
95.0,0.0,747640.0,0,24.0,0
96.0,0.0,1312362.0,0,24.0,0
97.0,0.0,118934.0,0,33.0,0
98.0,0.0,321111.0,0,9.0,0
99.0,0.0,110.0,1,60.0,0
99.0,110.0,715489.0,1,60.0,1
99.0,715489.0,733875.0,0,56.0,1
100.0,0.0,110.0,1,60.0,0
100.0,110.0,729453.0,1,60.0,1
100.0,729453.0,1006886.0,1,56.0,1
100.0,1006886.0,1683494.0,0,61.0,1
101.0,0.0,277805.0,0,13.0,0
102.0,0.0,439358.0,0,148.0,0
109.0,0.0,265350.0,0,371.0,0
109.0,265350.0,327081.0,1,377.0,0
109.0,327081.0,1198194.0,1,490.0,1
109.0,1198194.0,1898118.0,0,493.0,1
110.0,0.0,230658.0,1,403.0,0
110.0,230658.0,409746.0,1,403.0,1
110.0,409746.0,427209.0,1,403.0,1
110.0,427209.0,998172.0,0,403.0,1
111.0,0.0,230658.0,1,403.0,0
111.0,230658.0,409746.0,1,403.0,1
111.0,409746.0,427209.0,1,403.0,1
111.0,427209.0,1700649.0,0,403.0,1
112.0,0.0,125463.0,0,246.0,0
112.0,125463.0,427211.0,1,246.0,0
112.0,427211.0,553454.0,0,246.0,1
112.0,553454.0,998174.0,0,250.0,1
113.0,0.0,125463.0,0,246.0,0
113.0,125463.0,427211.0,1,246.0,0
113.0,427211.0,553454.0,0,246.0,1
113.0,553454.0,1066168.0,0,250.0,1
113.0,1066168.0,1066173.0,0,251.0,1
113.0,1066173.0,1186954.0,1,250.0,1
113.0,1186954.0,1224166.0,1,248.0,1
113.0,1224166.0,1420642.0,1,246.0,1
113.0,1420642.0,1562881.0,1,245.0,1
113.0,1562881.0,1562900.0,1,246.0,1
113.0,1562900.0,1700648.0,0,242.0,1
266.0,0.0,1003009.0,0,91.0,0
266.0,1003009.0,1381975.0,1,91.0,0
266.0,1381975.0,1630319.0,0,91.0,1
114.0,0.0,110.0,1,92.0,0
114.0,110.0,132624.0,0,94.0,1
114.0,132624.0,715489.0,1,92.0,1
114.0,715489.0,733875.0,0,85.0,1
115.0,0.0,110.0,1,92.0,0
115.0,110.0,132624.0,0,94.0,1
115.0,132624.0,729453.0,1,92.0,1
115.0,729453.0,1006886.0,1,85.0,1
115.0,1006886.0,1683494.0,0,86.0,1
116.0,0.0,466859.0,0,19.0,0
116.0,466859.0,1338415.0,0,19.0,0
116.0,1338415.0,1717381.0,1,19.0,0
116.0,1717381.0,1965725.0,0,19.0,1
117.0,0.0,1338416.0,0,5.0,0
117.0,1338416.0,1717382.0,1,5.0,0
117.0,1717382.0,1965726.0,0,5.0,1
118.0,0.0,110.0,1,138.0,0
118.0,110.0,132624.0,0,139.0,1
118.0,132624.0,715489.0,1,142.0,1
118.0,715489.0,733875.0,0,139.0,1
119.0,0.0,110.0,1,138.0,0
119.0,110.0,132624.0,0,139.0,1
119.0,132624.0,729453.0,1,142.0,1
119.0,729453.0,1006886.0,1,139.0,1
119.0,1006886.0,1683494.0,0,139.0,1
120.0,0.0,18386.0,0,35.0,0
121.0,0.0,144756.0,0,35.0,0
105.0,0.0,1647356.0,0,1.0,0
106.0,0.0,1807485.0,0,1.0,0
107.0,0.0,1647356.0,0,1.0,0
108.0,0.0,829402.0,0,1.0,0
103.0,0.0,1807485.0,0,1.0,0
104.0,0.0,1035812.0,0,1.0,0
267.0,0.0,1667675.0,0,107.0,0
122.0,0.0,1070211.0,0,114.0,0
123.0,0.0,1632769.0,0,19.0,0
268.0,0.0,1927936.0,0,103.0,0
269.0,0.0,79670.0,1,308.0,0
269.0,79670.0,350259.0,0,289.0,1
269.0,350259.0,392339.0,1,308.0,1
269.0,392339.0,531994.0,1,289.0,1
269.0,531994.0,1927934.0,0,285.0,1
273.0,0.0,47094.0,1,134.0,0
273.0,47094.0,118934.0,0,16.0,1
274.0,0.0,47094.0,1,15.0,0
274.0,47094.0,321110.0,0,133.0,1
270.0,0.0,1035493.0,0,29.0,0
270.0,1035493.0,1414459.0,1,29.0,0
270.0,1414459.0,1662803.0,0,29.0,1
272.0,0.0,163197.0,0,37.0,0
271.0,0.0,259035.0,0,47.0,0
271.0,259035.0,455365.0,1,50.0,0
271.0,455365.0,1338414.0,0,50.0,1
271.0,1338414.0,1717380.0,1,48.0,1
271.0,1717380.0,1802526.0,0,48.0,1
275.0,0.0,1400862.0,0,24.0,0
124.0,0.0,165509.0,1,31.0,0
124.0,165509.0,384457.0,1,31.0,1
124.0,384457.0,1265823.0,0,33.0,1
124.0,1265823.0,1402764.0,0,33.0,1
124.0,1402764.0,1451499.0,1,34.0,1
124.0,1451499.0,1500607.0,1,37.0,1
124.0,1500607.0,1847377.0,0,37.0,1
125.0,0.0,165509.0,1,31.0,0
125.0,165509.0,747063.0,0,31.0,1
126.0,0.0,165509.0,1,23.0,0
126.0,165509.0,1847379.0,0,25.0,1
127.0,0.0,165509.0,1,23.0,0
127.0,165509.0,747063.0,0,25.0,1
132.0,0.0,19875.0,0,54.0,0
132.0,19875.0,767515.0,0,56.0,0
133.0,0.0,19875.0,0,54.0,0
133.0,19875.0,1469992.0,0,56.0,0
276.0,0.0,227565.0,0,295.0,0
128.0,0.0,211127.0,1,127.0,0
128.0,211127.0,978642.0,0,127.0,1
129.0,0.0,211127.0,1,127.0,0
129.0,211127.0,1681120.0,0,127.0,1
130.0,0.0,110.0,1,11.0,0
130.0,110.0,715489.0,1,12.0,1
130.0,715489.0,733875.0,0,12.0,1
131.0,0.0,110.0,1,11.0,0
131.0,110.0,729453.0,1,12.0,1
131.0,729453.0,1683495.0,0,12.0,1
144.0,0.0,1594613.0,0,186.0,0
145.0,0.0,1201096.0,0,11.0,0
134.0,0.0,14.0,1,124.0,0
134.0,14.0,772071.0,0,124.0,1
135.0,0.0,1022734.0,0,95.0,0
136.0,0.0,1019090.0,0,805.0,0
136.0,1019090.0,1791480.0,0,861.0,0
137.0,0.0,318.0,1,214.0,0
137.0,318.0,772389.0,0,214.0,1
138.0,0.0,333.0,1,778.0,0
138.0,333.0,772390.0,0,778.0,1
139.0,0.0,370910.0,0,653.0,0
140.0,0.0,119237.0,0,585.0,0
140.0,119237.0,891627.0,0,569.0,0
141.0,0.0,370910.0,0,464.0,0
142.0,0.0,371352.0,0,112.0,0
143.0,0.0,1022734.0,0,189.0,0
146.0,0.0,18386.0,0,28.0,0
147.0,0.0,163125.0,1,28.0,0
147.0,163125.0,277433.0,1,28.0,1
147.0,277433.0,954041.0,0,43.0,1
148.0,0.0,1938441.0,0,1174.0,0
149.0,0.0,1572473.0,0,38.0,0
150.0,0.0,130597.0,0,18.0,0
152.0,0.0,1560958.0,0,131.0,0
153.0,0.0,110.0,1,99.0,0
153.0,110.0,623764.0,1,99.0,1
153.0,623764.0,715489.0,1,99.0,1
153.0,715489.0,733875.0,0,95.0,1
154.0,0.0,110.0,1,99.0,0
154.0,110.0,623764.0,1,99.0,1
154.0,623764.0,729452.0,1,99.0,1
154.0,729452.0,1006885.0,1,95.0,1
154.0,1006885.0,1683493.0,0,101.0,1
155.0,0.0,96453.0,1,421.0,0
155.0,96453.0,286938.0,0,390.0,1
155.0,286938.0,438196.0,1,390.0,1
155.0,438196.0,1919707.0,0,403.0,1
151.0,0.0,1070211.0,0,71.0,0
156.0,0.0,31560.0,1,369.0,0
156.0,31560.0,425556.0,1,412.0,1
156.0,425556.0,619059.0,1,413.0,1
156.0,619059.0,669266.0,1,414.0,1
156.0,669266.0,705635.0,1,422.0,1
156.0,705635.0,722331.0,1,422.0,1
156.0,722331.0,1020438.0,1,445.0,1
156.0,1020438.0,1778289.0,0,445.0,1
157.0,0.0,425557.0,1,189.0,0
157.0,425557.0,619060.0,1,195.0,1
157.0,619060.0,665175.0,0,195.0,1
157.0,665175.0,669266.0,1,438.0,1
157.0,669266.0,677634.0,1,439.0,1
157.0,677634.0,688215.0,1,457.0,1
157.0,688215.0,688219.0,1,475.0,1
157.0,688219.0,705633.0,1,476.0,1
157.0,705633.0,709438.0,1,476.0,1
157.0,709438.0,722329.0,1,476.0,1
157.0,722329.0,1020436.0,1,476.0,1
157.0,1020436.0,1778287.0,0,476.0,1
158.0,0.0,66755.0,1,2544.0,0
158.0,66755.0,497372.0,1,1511.0,1
158.0,497372.0,723398.0,1,1510.0,1
158.0,723398.0,923445.0,1,1519.0,1
158.0,923445.0,1763287.0,0,1527.0,1
159.0,0.0,1409738.0,0,230.0,0
160.0,0.0,1632973.0,0,15.0,0
161.0,0.0,64795.0,0,1878.0,0
161.0,64795.0,79359.0,0,1906.0,0
161.0,79359.0,193157.0,1,1888.0,0
161.0,193157.0,197331.0,0,1885.0,1
161.0,197331.0,203803.0,1,1880.0,1
161.0,203803.0,767513.0,0,1873.0,1
162.0,0.0,64795.0,0,1878.0,0
162.0,64795.0,79359.0,0,1906.0,0
162.0,79359.0,193157.0,1,1888.0,0
162.0,193157.0,197331.0,0,1885.0,1
162.0,197331.0,203803.0,1,1880.0,1
162.0,203803.0,905981.0,1,1873.0,1
162.0,905981.0,907520.0,1,1870.0,1
162.0,907520.0,1026681.0,1,1870.0,1
162.0,1026681.0,1103594.0,1,1875.0,1
162.0,1103594.0,1250531.0,1,1808.0,1
162.0,1250531.0,1332163.0,1,1834.0,1
162.0,1332163.0,1353279.0,1,1837.0,1
162.0,1353279.0,1475979.0,1,1864.0,1
162.0,1475979.0,1476339.0,1,1770.0,1
162.0,1476339.0,1536305.0,1,1784.0,1
162.0,1536305.0,1584280.0,1,1666.0,1
162.0,1584280.0,1591358.0,1,1745.0,1
162.0,1591358.0,1716799.0,0,1746.0,1
164.0,0.0,110.0,1,55.0,0
164.0,110.0,715489.0,1,55.0,1
164.0,715489.0,733875.0,0,51.0,1
165.0,0.0,110.0,1,55.0,0
165.0,110.0,729453.0,1,55.0,1
165.0,729453.0,1006886.0,1,51.0,1
165.0,1006886.0,1683494.0,0,51.0,1
166.0,0.0,1201096.0,0,11.0,0
163.0,0.0,1632769.0,0,12.0,0
167.0,0.0,772390.0,0,64.0,0
277.0,0.0,738436.0,1,351.0,0
277.0,738436.0,1684695.0,0,420.0,1
278.0,0.0,26175.0,0,292.0,0
278.0,26175.0,1825138.0,0,304.0,0
279.0,0.0,6021.0,0,122.0,0
279.0,6021.0,18686.0,0,157.0,0
279.0,18686.0,26173.0,0,163.0,0
279.0,26173.0,121481.0,0,166.0,0
279.0,121481.0,1825135.0,0,168.0,0
280.0,0.0,1737874.0,0,155.0,0
168.0,0.0,62936.0,0,150.0,0
168.0,62936.0,1855080.0,0,160.0,0
169.0,0.0,62936.0,0,340.0,0
169.0,62936.0,926420.0,0,351.0,0
169.0,926420.0,1855079.0,0,350.0,0
281.0,0.0,10216.0,0,236.0,0
281.0,10216.0,23276.0,0,256.0,0
281.0,23276.0,24555.0,0,305.0,0
281.0,24555.0,31853.0,1,316.0,0
281.0,31853.0,35913.0,1,339.0,1
281.0,35913.0,1657324.0,0,350.0,1
282.0,0.0,173729.0,0,187.0,0
282.0,173729.0,1965873.0,0,194.0,0
170.0,0.0,104664.0,1,210.0,0
170.0,104664.0,1959744.0,0,210.0,1
171.0,0.0,149614.0,0,241.0,0
171.0,149614.0,1933888.0,0,257.0,0
172.0,0.0,1784274.0,0,206.0,0
173.0,0.0,137409.0,0,312.0,0
173.0,137409.0,157029.0,1,328.0,0
173.0,157029.0,323697.0,1,344.0,1
173.0,323697.0,737079.0,0,373.0,1
173.0,737079.0,1000890.0,0,373.0,1
173.0,1000890.0,1929549.0,0,373.0,1
283.0,0.0,30083.0,0,163.0,0
283.0,30083.0,74473.0,1,194.0,0
283.0,74473.0,157029.0,1,198.0,1
283.0,157029.0,1929552.0,0,211.0,1
174.0,0.0,1201096.0,0,11.0,0
284.0,0.0,398804.0,0,5.0,0
285.0,0.0,1180830.0,1,15.0,0
285.0,1180830.0,1495006.0,1,14.0,1
285.0,1495006.0,1526338.0,0,15.0,1
286.0,0.0,980444.0,1,39.0,0
286.0,980444.0,1003008.0,0,43.0,1
286.0,1003008.0,1381974.0,1,43.0,1
286.0,1381974.0,1630318.0,0,43.0,1
287.0,0.0,333561.0,0,48.0,0
288.0,0.0,118934.0,0,33.0,0
289.0,0.0,321111.0,0,9.0,0
290.0,0.0,12558.0,0,21.0,0
291.0,0.0,1681870.0,0,16.0,0
292.0,0.0,581554.0,0,16.0,0
293.0,0.0,436142.0,1,7.0,0
293.0,436142.0,678430.0,0,9.0,1
294.0,0.0,6192.0,0,8.0,0
306.0,0.0,215974.0,0,33.0,0
295.0,0.0,163760.0,0,17.0,0
296.0,0.0,1004945.0,0,17.0,0
296.0,1004945.0,1383911.0,1,17.0,0
296.0,1383911.0,1469252.0,0,17.0,1
297.0,0.0,36957.0,1,66.0,0
297.0,36957.0,44877.0,0,69.0,1
298.0,0.0,30265.0,1,66.0,0
298.0,30265.0,44877.0,0,69.0,1
299.0,0.0,74805.0,0,69.0,0
300.0,0.0,1261307.0,1,69.0,0
300.0,1261307.0,1405643.0,0,69.0,1
301.0,0.0,325209.0,0,115.0,0
302.0,0.0,36957.0,1,119.0,0
302.0,36957.0,44877.0,0,123.0,1
303.0,0.0,187.0,1,115.0,0
303.0,187.0,30452.0,1,119.0,1
303.0,30452.0,45064.0,0,123.0,1
304.0,0.0,12458.0,1,123.0,0
304.0,12458.0,74805.0,0,122.0,1
305.0,0.0,13008.0,1,123.0,0
305.0,13008.0,1245500.0,1,122.0,1
305.0,1245500.0,1261306.0,1,69.0,1
305.0,1261306.0,1263940.0,1,68.0,1
305.0,1263940.0,1405641.0,0,68.0,1
307.0,0.0,523455.0,0,113.0,0
175.0,0.0,1201096.0,0,19.0,0
308.0,0.0,294549.0,0,121.0,0
308.0,294549.0,673515.0,1,121.0,0
308.0,673515.0,921859.0,0,121.0,1
309.0,0.0,277043.0,0,23.0,0
310.0,0.0,163760.0,0,27.0,0
311.0,0.0,1004945.0,0,27.0,0
311.0,1004945.0,1383911.0,1,27.0,0
311.0,1383911.0,1469252.0,0,27.0,1
312.0,0.0,277043.0,0,21.0,0
313.0,0.0,294549.0,0,243.0,0
313.0,294549.0,673515.0,1,243.0,0
313.0,673515.0,921859.0,0,243.0,1
176.0,0.0,345298.0,1,466.0,0
176.0,345298.0,355944.0,1,469.0,1
176.0,355944.0,919654.0,0,462.0,1
177.0,0.0,345298.0,1,466.0,0
177.0,345298.0,355944.0,1,469.0,1
177.0,355944.0,1622132.0,0,462.0,1
179.0,0.0,431582.0,1,55.0,0
179.0,431582.0,1026466.0,1,55.0,1
179.0,1026466.0,1784317.0,0,55.0,1
180.0,0.0,158737.0,1,164.0,0
180.0,158737.0,215959.0,1,199.0,1
180.0,215959.0,220329.0,1,216.0,1
